timestamp,line_id,machine_id,product_id,cycle_time,temperature,pressure,production_time,defect,defect_type,energy_consuption,energy_per_product
2026-09-1,1,M01,P111,46.9,81.0,4.6,46.9,False,,14.9,0.3
2026-09-1,1,M01,P112,69.1,88.1,5.8,69.1,False,,25.4,0.4
2026-09-1,1,M01,P113,52.4,82.7,5.9,52.4,False,,21.6,0.4
2026-09-1,1,M01,P114,58.8,83.3,5.1,58.8,True,PRESSURE,26.4,0.4
2026-09-1,1,M01,P115,43.8,78.9,4.2,43.8,True,LOOSE,24.4,0.6
2026-09-1,1,M01,P116,45.8,88.1,4.0,45.8,False,,24.0,0.5
2026-09-1,1,M01,P117,50.6,83.2,2.1,50.6,False,,27.6,0.5
2026-09-1,1,M01,P118,50.8,82.0,4.0,50.8,False,,20.5,0.4
2026-09-1,1,M01,P119,66.9,73.5,4.3,66.9,False,,11.1,0.2
2026-09-1,1,M01,P120,67.9,71.6,2.5,67.9,False,,26.7,0.4
2026-09-1,1,M01,P121,50.2,72.8,2.3,50.2,False,,23.1,0.5
2026-09-1,1,M01,P122,41.3,70.6,2.5,41.3,False,,10.6,0.3
2026-09-1,1,M01,P123,63.2,77.0,2.3,63.2,False,,13.4,0.2
2026-09-1,1,M01,P124,45.2,86.3,4.4,45.2,False,,17.3,0.4
2026-09-1,1,M01,P125,61.5,77.2,5.1,61.5,False,,24.2,0.4
2026-09-1,1,M01,P126,62.0,89.9,2.3,62.0,False,,24.0,0.4
2026-09-1,1,M01,P127,53.8,85.0,4.6,53.8,False,,12.8,0.2
2026-09-1,1,M01,P128,55.1,76.6,3.1,55.1,False,,24.8,0.5
2026-09-1,1,M01,P129,63.4,86.5,5.6,63.4,False,,29.0,0.5
2026-09-1,1,M01,P130,69.3,79.0,5.0,69.3,False,,25.3,0.4
2026-09-1,1,M01,P131,61.0,86.8,3.6,61.0,False,,25.4,0.4
2026-09-1,1,M01,P132,60.6,73.4,2.1,60.6,False,,20.5,0.3
2026-09-1,1,M01,P133,47.4,82.4,4.9,47.4,False,,14.7,0.3
2026-09-1,1,M01,P134,57.8,87.9,4.6,57.8,False,,17.3,0.3
2026-09-1,1,M01,P135,54.3,77.3,3.3,54.3,False,,25.4,0.5
2026-09-1,1,M01,P136,54.2,87.3,4.3,54.2,False,,26.9,0.5
2026-09-1,1,M01,P137,58.9,81.5,2.4,58.9,False,,21.8,0.4
2026-09-1,1,M01,P138,53.4,71.2,2.5,53.4,True,CRACK,25.3,0.5
2026-09-1,1,M01,P139,41.1,72.0,5.9,41.1,False,,21.6,0.5
2026-09-1,1,M01,P140,61.1,89.0,6.0,61.1,True,LOOSE,17.5,0.3
2026-09-1,1,M01,P143,60.6,76.2,4.7,60.6,False,,10.8,0.2
2026-09-1,1,M01,P144,49.0,72.2,2.6,49.0,False,,17.8,0.4
2026-09-1,1,M01,P145,50.3,71.5,2.5,50.3,False,,27.9,0.6
2026-09-1,1,M01,P146,44.5,80.5,2.3,44.5,False,,28.0,0.6
2026-09-1,1,M01,P147,43.3,82.6,5.0,43.3,False,,12.1,0.3
2026-09-1,1,M01,P149,65.9,77.6,4.8,65.9,False,,16.8,0.3
2026-09-1,1,M01,P150,58.4,74.7,5.6,58.4,False,,21.4,0.4
2026-09-1,1,M01,P151,60.2,78.4,5.6,60.2,False,,27.1,0.5
2026-09-1,1,M01,P152,52.1,87.9,5.3,52.1,False,,20.9,0.4
2026-09-1,1,M01,P153,42.8,79.9,3.8,42.8,False,,28.3,0.7
2026-09-1,1,M01,P154,67.9,79.1,3.0,67.9,True,WELDING,16.9,0.2
2026-09-1,1,M01,P155,58.7,82.0,3.9,58.7,False,,13.2,0.2
2026-09-1,1,M01,P156,41.8,79.2,3.4,41.8,False,,13.8,0.3
2026-09-1,1,M01,P158,40.7,76.1,2.1,40.7,False,,21.8,0.5
2026-09-1,1,M01,P159,66.3,77.8,4.8,66.3,False,,22.5,0.3
2026-09-1,1,M01,P161,41.4,84.3,4.4,41.4,False,,11.0,0.3
2026-09-1,1,M01,P162,49.1,75.3,3.2,49.1,True,WELDING,17.8,0.4
2026-09-1,1,M01,P163,46.9,77.6,5.5,46.9,False,,26.8,0.6
2026-09-1,1,M01,P164,46.6,88.2,4.9,46.6,False,,22.9,0.5
2026-09-1,1,M01,P165,45.4,78.7,5.1,45.4,False,,20.7,0.5
2026-09-1,1,M01,P166,66.7,72.4,2.4,66.7,False,,16.0,0.2
2026-09-1,1,M01,P167,51.4,76.6,5.0,51.4,False,,29.5,0.6
2026-09-1,1,M01,P169,57.7,88.0,5.1,57.7,False,,20.6,0.4
2026-09-1,1,M01,P170,45.3,75.5,4.8,45.3,False,,18.2,0.4
2026-09-1,1,M01,P172,51.2,71.1,3.4,51.2,False,,29.7,0.6
2026-09-1,1,M01,P174,49.7,82.1,4.1,49.7,False,,17.0,0.3
2026-09-1,1,M01,P175,58.5,88.0,4.3,58.5,False,,17.5,0.3
2026-09-1,1,M01,P176,44.9,73.2,4.9,44.9,False,,19.8,0.4
2026-09-1,1,M01,P177,47.9,82.2,5.0,47.9,False,,11.2,0.2
2026-09-1,1,M01,P178,68.1,71.2,3.1,68.1,False,,12.6,0.2
2026-09-1,1,M01,P179,52.8,79.2,3.3,52.8,False,,28.7,0.5
2026-09-1,1,M01,P180,55.7,72.2,4.7,55.7,True,CRACK,23.2,0.4
2026-09-1,1,M01,P181,53.0,83.1,2.4,53.0,False,,18.1,0.3
2026-09-1,1,M01,P183,68.2,85.2,4.4,68.2,True,WELDING,29.1,0.4
2026-09-1,1,M01,P184,52.2,73.1,5.5,52.2,False,,21.6,0.4
2026-09-1,1,M01,P185,63.0,75.6,2.9,63.0,False,,29.5,0.5
2026-09-1,1,M01,P186,50.1,76.0,2.6,50.1,False,,10.3,0.2
2026-09-1,1,M01,P187,54.8,89.1,5.1,54.8,False,,12.5,0.2
2026-09-1,1,M01,P188,67.4,89.0,3.9,67.4,False,,21.6,0.3
2026-09-1,1,M01,P189,61.8,82.1,5.1,61.8,False,,10.1,0.2
2026-09-1,1,M01,P190,53.6,73.2,5.1,53.6,False,,20.4,0.4
2026-09-1,1,M01,P192,47.0,79.8,2.8,47.0,False,,26.2,0.6
2026-09-1,1,M01,P193,45.2,73.3,4.0,45.2,True,LOOSE,30.0,0.7
2026-09-1,1,M01,P194,46.8,81.3,3.9,46.8,False,,10.1,0.2
2026-09-1,1,M01,P195,60.6,81.3,5.1,60.6,False,,23.6,0.4
2026-09-1,1,M01,P197,53.3,86.2,4.4,53.3,False,,10.9,0.2
2026-09-1,1,M01,P198,63.8,84.1,3.1,63.8,True,WELDING,29.4,0.5
2026-09-1,1,M01,P199,67.0,77.7,3.2,67.0,False,,14.7,0.2
2026-09-1,1,M01,P200,55.6,85.0,2.3,55.6,False,,17.1,0.3
2026-09-1,1,M01,P202,65.2,79.8,5.2,65.2,False,,22.8,0.3
2026-09-1,1,M01,P203,59.0,73.7,4.8,59.0,False,,14.5,0.2
2026-09-1,1,M01,P204,63.8,84.0,2.8,63.8,False,,18.8,0.3
2026-09-1,1,M01,P205,61.2,72.3,5.6,61.2,False,,10.7,0.2
2026-09-1,1,M01,P206,49.1,77.2,3.9,49.1,False,,28.1,0.6
2026-09-1,1,M01,P207,66.5,77.0,3.7,66.5,False,,21.7,0.3
2026-09-1,1,M01,P209,67.0,79.5,5.9,67.0,False,,27.4,0.4
2026-09-1,1,M01,P210,49.4,88.0,3.0,49.4,False,,27.8,0.6
2026-09-1,1,M01,P211,46.1,81.9,5.5,46.1,False,,26.3,0.6
2026-09-1,1,M01,P212,52.4,74.4,5.1,52.4,True,LOOSE,30.0,0.6
2026-09-1,1,M01,P213,58.8,86.8,3.3,58.8,False,,13.9,0.2
2026-09-1,1,M01,P215,55.1,74.3,4.1,55.1,True,LOOSE,24.9,0.5
2026-09-1,1,M01,P216,45.5,82.8,4.6,45.5,False,,16.9,0.4
2026-09-1,1,M01,P217,42.3,73.1,5.1,42.3,False,,21.2,0.5
2026-09-1,1,M01,P218,48.6,87.7,2.1,48.6,False,,18.6,0.4
2026-09-1,1,M01,P219,50.4,77.6,2.2,50.4,False,,11.1,0.2
2026-09-1,1,M01,P220,44.9,89.1,4.3,44.9,False,,13.9,0.3
2026-09-1,1,M01,P221,46.5,89.2,3.1,46.5,False,,14.7,0.3
2026-09-1,1,M01,P222,47.9,82.1,2.9,47.9,False,,23.0,0.5
2026-09-1,1,M01,P224,47.1,72.0,2.2,47.1,True,WELDING,18.2,0.4
2026-09-1,1,M01,P225,47.0,74.6,2.3,47.0,False,,10.2,0.2
2026-09-1,1,M01,P226,41.0,80.7,3.0,41.0,False,,29.7,0.7
2026-09-1,1,M01,P227,40.7,89.5,3.6,40.7,False,,13.2,0.3
2026-09-1,1,M01,P228,46.9,89.1,2.5,46.9,False,,28.5,0.6
2026-09-1,1,M01,P229,40.7,83.7,5.1,40.7,False,,11.7,0.3
2026-09-1,1,M01,P230,50.8,86.1,4.6,50.8,False,,15.2,0.3
2026-09-1,1,M01,P231,67.1,86.8,5.4,67.1,False,,28.8,0.4
2026-09-1,1,M01,P232,46.1,87.7,4.1,46.1,False,,12.1,0.3
2026-09-1,1,M01,P233,58.9,73.7,4.7,58.9,False,,13.5,0.2
2026-09-1,1,M01,P234,52.9,73.9,2.3,52.9,False,,28.3,0.5
2026-09-1,1,M01,P235,47.6,86.8,5.3,47.6,False,,22.9,0.5
2026-09-1,1,M01,P236,63.7,78.1,4.1,63.7,False,,17.4,0.3
2026-09-1,1,M01,P238,61.6,72.8,2.2,61.6,False,,24.5,0.4
2026-09-1,1,M01,P239,45.5,70.5,3.1,45.5,False,,18.0,0.4
2026-09-1,1,M01,P240,52.4,82.1,3.2,52.4,False,,25.9,0.5
2026-09-1,1,M01,P241,63.0,77.3,5.0,63.0,False,,21.3,0.3
2026-09-1,1,M01,P242,46.2,73.5,3.2,46.2,False,,12.0,0.3
2026-09-1,1,M01,P243,40.4,83.4,5.7,40.4,False,,25.1,0.6
2026-09-1,1,M01,P244,64.1,74.0,5.4,64.1,False,,14.3,0.2
2026-09-1,1,M01,P245,49.7,79.9,5.2,49.7,False,,18.3,0.4
2026-09-1,1,M01,P246,62.1,84.2,2.1,62.1,False,,12.9,0.2
2026-09-1,1,M01,P247,64.4,73.3,3.2,64.4,False,,24.7,0.4
2026-09-1,1,M01,P248,68.0,89.2,2.3,68.0,False,,28.7,0.4
2026-09-1,1,M01,P249,47.8,88.6,4.5,47.8,False,,13.2,0.3
2026-09-1,1,M01,P168,52.8,75.4,3.3,52.8,False,,26.3,0.5
2026-09-1,2,M02,P0,63.5,77.2,3.2,63.5,False,,21.6,0.3
2026-09-1,2,M02,P1,53.9,75.3,5.1,53.9,False,,12.4,0.2
2026-09-1,2,M02,P2,49.1,80.5,5.2,49.1,True,LOOSE,25.7,0.5
2026-09-1,2,M02,P3,57.6,86.1,3.0,57.6,False,,11.1,0.2
2026-09-1,2,M02,P4,60.9,78.8,3.9,60.9,False,,20.4,0.3
2026-09-1,2,M02,P5,53.8,80.6,3.6,53.8,False,,19.7,0.4
2026-09-1,2,M02,P6,50.1,86.4,2.2,50.1,False,,26.2,0.5
2026-09-1,2,M02,P7,46.4,80.9,2.3,46.4,False,,18.6,0.4
2026-09-1,2,M02,P8,40.9,73.7,4.8,40.9,False,,29.6,0.7
2026-09-1,2,M02,P9,57.8,76.9,2.2,57.8,False,,20.7,0.4
2026-09-1,2,M02,P10,68.5,77.4,3.7,68.5,False,,21.4,0.3
2026-09-1,2,M02,P11,41.4,73.2,5.4,41.4,False,,29.5,0.7
2026-09-1,2,M02,P12,60.4,82.4,3.3,60.4,False,,14.7,0.2
2026-09-1,2,M02,P13,56.3,78.2,2.9,56.3,False,,28.8,0.5
2026-09-1,2,M02,P14,42.0,73.2,5.5,42.0,False,,21.3,0.5
2026-09-1,2,M02,P15,51.2,71.2,4.5,51.2,False,,13.5,0.3
2026-09-1,2,M02,P16,54.1,74.5,4.4,54.1,False,,16.2,0.3
2026-09-1,2,M02,P17,51.5,85.4,5.1,51.5,True,LOOSE,14.5,0.3
2026-09-1,2,M02,P18,42.6,79.3,2.3,42.6,False,,16.8,0.4
2026-09-1,2,M02,P19,64.6,78.4,5.3,64.6,False,,13.3,0.2
2026-09-1,2,M02,P20,58.3,85.4,3.8,58.3,False,,19.5,0.3
2026-09-1,2,M02,P21,57.8,88.5,4.4,57.8,False,,21.1,0.4
2026-09-1,2,M02,P22,54.0,72.5,4.6,54.0,False,,18.2,0.3
2026-09-1,2,M02,P23,41.1,83.3,3.5,41.1,False,,24.4,0.6
2026-09-1,2,M02,P24,63.3,84.1,2.4,63.3,False,,10.2,0.2
2026-09-1,2,M02,P25,47.0,79.0,5.3,47.0,False,,22.9,0.5
2026-09-1,2,M02,P26,61.1,73.8,2.2,61.1,False,,22.3,0.4
2026-09-1,2,M02,P27,52.9,72.3,4.6,52.9,False,,14.8,0.3
2026-09-1,2,M02,P28,48.1,79.0,3.1,48.1,False,,22.7,0.5
2026-09-1,2,M02,P29,40.0,83.4,6.0,40.0,False,,22.2,0.6
2026-09-1,2,M02,P30,65.5,80.9,3.0,65.5,False,,16.9,0.3
2026-09-1,2,M02,P31,47.0,88.8,4.6,47.0,False,,17.7,0.4
2026-09-1,2,M02,P32,53.1,78.6,5.3,53.1,False,,13.4,0.3
2026-09-1,2,M02,P33,55.2,88.5,2.8,55.2,False,,18.8,0.3
2026-09-1,2,M02,P34,43.1,73.9,2.1,43.1,False,,11.3,0.3
2026-09-1,2,M02,P35,41.1,78.9,4.2,41.1,False,,25.0,0.6
2026-09-1,2,M02,P36,59.3,77.8,5.4,59.3,False,,10.5,0.2
2026-09-1,2,M02,P37,59.7,85.0,5.9,59.7,True,CRACK,28.8,0.5
2026-09-1,2,M02,P38,42.6,87.1,3.6,42.6,False,,23.8,0.6
2026-09-1,2,M02,P39,48.2,76.8,5.0,48.2,False,,13.0,0.3
2026-09-1,2,M02,P40,50.7,76.6,4.5,50.7,False,,14.5,0.3
2026-09-1,2,M02,P41,46.6,77.4,4.1,46.6,False,,20.3,0.4
2026-09-1,2,M02,P42,42.9,87.7,5.8,42.9,True,PRESSURE,10.6,0.2
2026-09-1,2,M02,P43,61.8,74.7,2.8,61.8,True,PRESSURE,17.6,0.3
2026-09-1,2,M02,P44,43.0,83.4,2.2,43.0,False,,24.9,0.6
2026-09-1,2,M02,P45,40.4,82.4,2.6,40.4,False,,21.9,0.5
2026-09-1,2,M02,P46,67.3,80.8,4.9,67.3,False,,23.0,0.3
2026-09-1,2,M02,P47,68.4,84.7,4.6,68.4,False,,14.9,0.2
2026-09-1,2,M02,P48,55.6,73.2,3.4,55.6,True,CRACK,29.4,0.5
2026-09-1,2,M02,P49,62.3,80.3,5.4,62.3,False,,19.4,0.3
2026-09-1,2,M02,P50,49.2,87.9,2.0,49.2,False,,18.1,0.4
2026-09-1,2,M02,P51,44.0,86.1,3.9,44.0,False,,28.1,0.6
2026-09-1,2,M02,P52,54.9,79.6,4.5,54.9,False,,10.1,0.2
2026-09-1,2,M02,P53,67.8,70.4,4.7,67.8,True,PRESSURE,27.7,0.4
2026-09-1,2,M02,P54,41.5,83.8,2.3,41.5,False,,22.0,0.5
2026-09-1,2,M02,P55,42.2,75.3,4.9,42.2,False,,23.7,0.6
2026-09-1,2,M02,P56,63.4,82.2,2.9,63.4,False,,16.7,0.3
2026-09-1,2,M02,P57,58.0,88.5,4.3,58.0,False,,11.9,0.2
2026-09-1,2,M02,P58,54.2,86.3,3.4,54.2,False,,14.7,0.3
2026-09-1,2,M02,P59,46.1,85.4,3.9,46.1,False,,28.2,0.6
2026-09-1,2,M02,P60,42.5,82.8,5.7,42.5,True,LOOSE,26.0,0.6
2026-09-1,2,M02,P61,64.3,74.8,5.9,64.3,False,,17.4,0.3
2026-09-1,2,M02,P62,41.9,74.6,2.6,41.9,False,,12.4,0.3
2026-09-1,2,M02,P63,58.8,84.4,4.7,58.8,False,,27.0,0.5
2026-09-1,2,M02,P64,46.2,80.1,5.9,46.2,False,,19.0,0.4
2026-09-1,2,M02,P65,51.2,84.9,4.1,51.2,False,,25.6,0.5
2026-09-1,2,M02,P66,67.0,81.7,2.4,67.0,False,,29.1,0.4
2026-09-1,2,M02,P67,65.5,85.2,3.0,65.5,False,,19.1,0.3
2026-09-1,2,M02,P68,46.9,80.7,3.6,46.9,False,,24.6,0.5
2026-09-1,2,M02,P69,58.3,79.3,2.8,58.3,False,,16.2,0.3
2026-09-1,2,M02,P70,64.4,71.6,4.8,64.4,False,,30.0,0.5
2026-09-1,2,M02,P71,55.8,87.5,4.4,55.8,False,,12.8,0.2
2026-09-1,2,M02,P72,60.0,70.1,2.8,60.0,False,,28.9,0.5
2026-09-1,2,M02,P73,63.1,74.2,2.5,63.1,False,,14.9,0.2
2026-09-1,2,M02,P74,58.1,87.1,4.9,58.1,True,PRESSURE,25.3,0.4
2026-09-1,2,M02,P75,61.4,81.6,2.6,61.4,False,,13.2,0.2
2026-09-1,2,M02,P76,42.5,84.4,2.6,42.5,False,,21.1,0.5
2026-09-1,2,M02,P77,59.3,79.9,4.8,59.3,False,,18.9,0.3
2026-09-1,2,M02,P78,55.0,83.9,2.6,55.0,False,,22.0,0.4
2026-09-1,2,M02,P79,45.7,75.9,5.9,45.7,True,CRACK,28.5,0.6
2026-09-1,2,M02,P80,56.5,72.2,2.6,56.5,True,CRACK,16.3,0.3
2026-09-1,2,M02,P81,64.8,88.4,2.1,64.8,False,,22.1,0.3
2026-09-1,2,M02,P82,45.6,85.8,2.1,45.6,False,,17.2,0.4
2026-09-1,2,M02,P83,53.1,73.7,5.2,53.1,True,PRESSURE,24.6,0.5
2026-09-1,2,M02,P84,42.0,77.1,3.6,42.0,False,,27.1,0.6
2026-09-1,2,M02,P85,47.1,78.7,2.1,47.1,False,,26.4,0.6
2026-09-1,2,M02,P86,60.3,89.1,3.6,60.3,True,PRESSURE,21.3,0.4
2026-09-1,2,M02,P87,55.9,78.5,5.8,55.9,False,,28.8,0.5
2026-09-1,2,M02,P88,59.2,77.3,5.6,59.2,False,,18.3,0.3
2026-09-1,2,M02,P89,42.0,80.6,5.7,42.0,False,,16.8,0.4
2026-09-1,2,M02,P90,47.0,76.0,4.2,47.0,False,,18.1,0.4
2026-09-1,2,M02,P91,64.3,77.9,5.2,64.3,False,,13.3,0.2
2026-09-1,2,M02,P92,62.4,83.0,3.6,62.4,False,,23.1,0.4
2026-09-1,2,M02,P93,67.1,72.7,2.8,67.1,False,,24.3,0.4
2026-09-1,2,M02,P94,52.8,70.1,5.3,52.8,False,,29.0,0.5
2026-09-1,2,M02,P95,58.1,89.4,3.6,58.1,False,,15.8,0.3
2026-09-1,2,M02,P96,43.9,76.6,2.2,43.9,True,PRESSURE,10.2,0.2
2026-09-1,2,M02,P97,64.3,76.8,2.3,64.3,False,,21.6,0.3
2026-09-1,2,M02,P98,50.9,79.9,4.4,50.9,False,,20.4,0.4
2026-09-1,2,M02,P99,56.3,89.1,4.8,56.3,False,,22.5,0.4
2026-09-1,2,M02,P100,40.3,76.6,2.5,40.3,True,LOOSE,19.3,0.5
2026-09-1,2,M02,P101,51.5,83.4,4.5,51.5,False,,24.6,0.5
2026-09-1,2,M02,P102,55.5,73.7,2.4,55.5,False,,22.5,0.4
2026-09-1,2,M02,P103,43.0,78.9,3.5,43.0,False,,13.5,0.3
2026-09-1,2,M02,P104,44.4,88.7,6.0,44.4,False,,19.3,0.4
2026-09-1,2,M02,P105,69.3,84.5,4.6,69.3,False,,10.7,0.2
2026-09-1,2,M02,P106,60.5,70.1,3.4,60.5,False,,22.2,0.4
2026-09-1,2,M02,P107,55.6,89.2,5.5,55.6,False,,29.0,0.5
